dates,Q_R_uncorrected,Q_R_corrected,Q_EC
2017-09-25 00:00:00+00:00,1.38461538462,1.38431741101,1.21
2017-09-26 00:00:00+00:00,1.76923076923,1.76890571081,1.23636363636
2017-09-27 00:00:00+00:00,0.538461538462,0.538107075124,0.42
2017-09-28 00:00:00+00:00,2.15384615385,2.15345978019,2.45555555556
2017-09-29 00:00:00+00:00,1.53846153846,1.53804055021,1.03
2017-09-30 00:00:00+00:00,3.30769230769,3.30723378723,3.92
2017-10-01 00:00:00+00:00,3.30769230769,3.30719310864,2.46
2017-10-02 00:00:00+00:00,3.69230769231,3.69176442313,1.3
2017-10-03 00:00:00+00:00,5.61538461538,5.61479362194,7.03333333333
2017-10-04 00:00:00+00:00,2.0,1.999357347,2.175
2017-10-05 00:00:00+00:00,2.0,1.99930145128,2.19
2017-10-06 00:00:00+00:00,1.53846153846,1.53770253608,0.66
2017-10-08 00:00:00+00:00,-0.307692307692,-0.308587290867,-0.6
2017-10-09 00:00:00+00:00,1.07692307692,1.07595180651,1.05
2017-10-10 00:00:00+00:00,1.30769230769,1.30663866895,1.45
2017-10-11 00:00:00+00:00,1.07692307692,1.07578054174,0.790909090909
2017-10-12 00:00:00+00:00,-0.0769230769231,-0.0781615133527,-0.2125
2017-10-16 00:00:00+00:00,0.384615384615,0.382912626018,0.49
2017-10-17 00:00:00+00:00,-0.230769230769,-0.232611226537,-1.0
2017-10-19 00:00:00+00:00,-0.307692307692,-0.309845280611,-0.34
2017-10-20 00:00:00+00:00,-1.23076923077,-1.23309546242,-1.08
2017-10-21 00:00:00+00:00,-1.76923076923,-1.77174319729,-2.6
2017-10-22 00:00:00+00:00,-3.69230769231,-3.69502013513,-4.05
2017-10-23 00:00:00+00:00,2.38461538462,2.38168817494,2.25
2017-10-24 00:00:00+00:00,1.92307692308,1.919919205,1.75
2017-10-25 00:00:00+00:00,0.230769230769,0.227364214764,0.34
2017-10-26 00:00:00+00:00,-1.30769230769,-1.31136252048,-1.65
2017-10-27 00:00:00+00:00,-2.61538461538,-2.61933909747,-2.53
2017-10-28 00:00:00+00:00,-1.84615384615,-1.8504129111,-1.75
2017-10-29 00:00:00+00:00,-1.07692307692,-1.0815083499,-0.79
2017-10-30 00:00:00+00:00,-1.15384615385,-1.15878064541,-1.54
2017-10-31 00:00:00+00:00,-0.692307692308,-0.697615875562,-0.466666666667
2017-11-01 00:00:00+00:00,-4.15384615385,-4.15955404506,-4.4
2017-11-02 00:00:00+00:00,-3.53846153846,-3.54459678118,-3.89
2017-11-03 00:00:00+00:00,-6.15384615385,-6.1604381067,-6.44
2017-11-05 00:00:00+00:00,-3.92307692308,-3.9306776937,-4.26
2017-11-06 00:00:00+00:00,-4.53846153846,-4.54661831974,-3.75
2017-11-07 00:00:00+00:00,-4.69230769231,-4.70105765678,-5.75
2017-11-08 00:00:00+00:00,-9.38461538462,-9.3939979164,-10.3888888889
2017-11-09 00:00:00+00:00,-7.84615384615,-7.85621065236,-7.88
2017-11-10 00:00:00+00:00,-10.6923076923,-10.7030829186,-12.71
2017-11-11 00:00:00+00:00,-5.69230769231,-5.70384804289,-6.38
2017-11-12 00:00:00+00:00,-5.07692307692,-5.08927793856,-5.77
2017-11-13 00:00:00+00:00,-6.38461538462,-6.39783695532,-6.88888888889
2017-11-14 00:00:00+00:00,-7.92307692308,-7.93722034508,-8.23333333333
2017-11-15 00:00:00+00:00,-5.30769230769,-5.32281580489,-5.97777777778
2017-11-16 00:00:00+00:00,-7.69230769231,-7.70847271217,-7.53333333333
2017-11-17 00:00:00+00:00,-7.76923076923,-7.78650212926,-9.2
2017-11-21 00:00:00+00:00,-0.384615384615,-0.407033058044,-0.8625
2017-11-22 00:00:00+00:00,-7.30769230769,-7.33159639927,-9.24444444444
2017-11-23 00:00:00+00:00,-8.76923076923,-8.79470964328,-9.54
2017-11-24 00:00:00+00:00,-8.69230769231,-8.71945423345,-10.15
2017-11-25 00:00:00+00:00,-4.92307692308,-4.95198871798,-5.37
2017-11-26 00:00:00+00:00,-8.07692307692,-8.1077026002,-9.44
2017-11-27 00:00:00+00:00,-5.46153846154,-5.4942932656,-5.13
2017-11-29 00:00:00+00:00,-5.46153846154,-5.49858776828,-5.73
2017-11-30 00:00:00+00:00,-4.84615384615,-4.88553351406,-4.61
2017-12-01 00:00:00+00:00,-7.92307692308,-7.96491679004,-8.16
2017-12-02 00:00:00+00:00,-9.30769230769,-9.35212829385,-9.75
2017-12-04 00:00:00+00:00,-3.07692307692,-3.12698444629,-3.03
2017-12-05 00:00:00+00:00,-6.84615384615,-6.89925770729,-8.03
2017-12-06 00:00:00+00:00,-2.23076923077,-2.28707796386,-1.84
2017-12-07 00:00:00+00:00,-4.46153846154,-4.52122160581,-4.46
2017-12-08 00:00:00+00:00,-4.92307692308,-4.9863113979,-5.86
2017-12-09 00:00:00+00:00,-8.53846153846,-8.60543186542,-8.86666666667
2017-12-10 00:00:00+00:00,-10.3076923077,-10.3785908335,-11.48
2017-12-11 00:00:00+00:00,-9.23076923077,-9.30579635016,-8.94285714286
2017-12-12 00:00:00+00:00,-11.6923076923,-11.7716720713,-11.9125
2017-12-13 00:00:00+00:00,-17.9230769231,-18.006995721,-19.8125
2017-12-14 00:00:00+00:00,-7.69230769231,-7.78100678321,-8.0
2017-12-18 00:00:00+00:00,-17.7692307692,-17.8794916984,-18.6285714286
2017-12-19 00:00:00+00:00,-15.4615384615,-15.5778473682,-15.3666666667
2017-12-20 00:00:00+00:00,-9.30769230769,-9.43033186687,-9.4125
2017-12-21 00:00:00+00:00,-11.6153846154,-11.7446476867,-11.6375
2017-12-22 00:00:00+00:00,-21.0,-21.1361898189,-21.6428571429
2017-12-27 00:00:00+00:00,-12.7692307692,-12.9449785037,-12.8111111111
2017-12-29 00:00:00+00:00,-19.9230769231,-20.1171528853,-19.6
2017-12-30 00:00:00+00:00,-23.0769230769,-23.280745602,-25.5
2018-01-01 00:00:00+00:00,-21.6153846154,-21.8399236667,-20.6
2018-01-02 00:00:00+00:00,-29.7692307692,-30.0047634416,-29.88
2018-01-03 00:00:00+00:00,-27.1538461538,-27.4008118982,-28.31
2018-01-04 00:00:00+00:00,-23.3076923077,-23.5665425398,-23.76
2018-01-05 00:00:00+00:00,-24.4615384615,-24.7327365859,-24.62
2018-01-06 00:00:00+00:00,-20.6153846154,-20.8994060303,-20.23
2018-01-07 00:00:00+00:00,-17.6923076923,-17.9896397757,-17.54
2018-01-08 00:00:00+00:00,-18.1538461538,-18.4649882287,-18.25
2018-01-10 00:00:00+00:00,-23.5384615385,-23.8787690451,-24.61
2018-01-11 00:00:00+00:00,-22.0769230769,-22.4326095468,-22.39
2018-01-12 00:00:00+00:00,-28.5384615385,-28.9100732935,-29.91
2018-01-14 00:00:00+00:00,-24.1538461538,-24.5589930225,-24.2857142857
2018-01-15 00:00:00+00:00,-24.8461538462,-25.2689328699,-24.04
2018-01-16 00:00:00+00:00,-23.2307692308,-23.671771332,-24.33
2018-01-17 00:00:00+00:00,-24.1538461538,-24.6136728358,-25.99
2018-01-18 00:00:00+00:00,-18.1538461538,-18.6331092175,-17.97
2018-01-19 00:00:00+00:00,-17.8461538462,-18.3454750781,-17.38
2018-01-20 00:00:00+00:00,-16.8461538462,-17.3661646771,-16.93
2018-01-21 00:00:00+00:00,-18.7692307692,-19.3105719022,-19.15
2018-01-22 00:00:00+00:00,-19.6153846154,-20.1787056236,-20.07
2018-01-23 00:00:00+00:00,-22.6153846154,-23.2013435092,-23.4888888889
2018-01-24 00:00:00+00:00,-19.4615384615,-20.070801224,-19.22
2018-01-27 00:00:00+00:00,-21.7692307692,-22.4524731273,-23.2545454545
2018-01-29 00:00:00+00:00,-23.6153846154,-24.3513989833,-24.11
2018-01-30 00:00:00+00:00,-25.0769230769,-25.840374608,-27.01
2018-01-31 00:00:00+00:00,-25.3076923077,-26.099287104,-28.46
2018-02-01 00:00:00+00:00,-24.2307692308,-25.0512164986,-25.7888888889
2018-02-02 00:00:00+00:00,-24.7692307692,-25.6192420663,-26.8
2018-02-03 00:00:00+00:00,-30.3846153846,-31.2649038366,-31.08
2018-02-04 00:00:00+00:00,-31.8461538462,-32.7574333317,-32.05
2018-02-05 00:00:00+00:00,-26.2307692308,-27.173753537,-26.14
2018-02-06 00:00:00+00:00,-29.1538461538,-30.1292481016,-30.7
2018-02-07 00:00:00+00:00,-28.7692307692,-29.7777613098,-28.92
2018-02-08 00:00:00+00:00,-31.7692307692,-32.8115980533,-32.37
2018-02-09 00:00:00+00:00,-32.4615384615,-33.5384468805,-33.34
2018-02-10 00:00:00+00:00,-26.6153846154,-27.7275338172,-28.2333333333
2018-02-11 00:00:00+00:00,-28.4615384615,-29.6096223412,-30.6888888889
2018-02-12 00:00:00+00:00,-28.7692307692,-29.9539364358,-29.83
2018-02-13 00:00:00+00:00,-31.0769230769,-32.2989297984,-30.4545454545
2018-02-14 00:00:00+00:00,-21.8461538462,-23.1061319729,-21.83
2018-02-15 00:00:00+00:00,-26.6923076923,-27.9909175617,-27.7545454545
2018-02-16 00:00:00+00:00,-24.7692307692,-26.1071215921,-26.66
2018-02-17 00:00:00+00:00,-26.5384615385,-27.9162702695,-30.81
2018-02-18 00:00:00+00:00,-22.0,-23.4183501942,-22.49
2018-02-19 00:00:00+00:00,-32.7692307692,-34.2287314257,-33.48
2018-02-20 00:00:00+00:00,-25.8461538462,-27.3473982416,-24.61
2018-02-21 00:00:00+00:00,-21.8461538462,-23.3897183599,-22.63
2018-02-23 00:00:00+00:00,-22.5384615385,-24.1683219289,-24.8333333333
2018-02-25 00:00:00+00:00,-18.3076923077,-20.0259217405,-17.79
2018-02-26 00:00:00+00:00,-9.61538461538,-11.3785211786,-10.42
2018-02-27 00:00:00+00:00,-9.69230769231,-11.500801523,-11.05
2018-02-28 00:00:00+00:00,-11.4615384615,-13.3158145315,-12.79
2018-03-01 00:00:00+00:00,-8.61538461538,-10.5158415727,-11.99
2018-03-02 00:00:00+00:00,-10.0,-11.9470090238,-12.35
2018-03-03 00:00:00+00:00,-10.1538461538,-12.1477498252,-10.8888888889
2018-03-04 00:00:00+00:00,-10.4615384615,-12.5026496527,-11.93
2018-03-05 00:00:00+00:00,-9.30769230769,-11.3962930931,-11.17
2018-03-06 00:00:00+00:00,-9.84615384615,-11.9824944372,-13.5666666667
2018-03-07 00:00:00+00:00,-11.6153846154,-13.7996823219,-14.35
2018-03-08 00:00:00+00:00,-12.9230769231,-15.1555151447,-13.8333333333
2018-03-09 00:00:00+00:00,-10.7692307692,-13.0499580186,-12.57
2018-03-10 00:00:00+00:00,-9.38461538462,-11.7137443454,-10.2111111111
2018-03-12 00:00:00+00:00,-6.0,-8.42612263885,-10.78
2018-03-13 00:00:00+00:00,-8.30769230769,-10.7823308977,-11.43
2018-03-14 00:00:00+00:00,-9.07692307692,-11.6000383591,-12.61
2018-03-15 00:00:00+00:00,-17.3846153846,-19.9561281776,-18.95
2018-03-16 00:00:00+00:00,-16.0,-18.6197905219,-16.56
2018-03-17 00:00:00+00:00,-7.23076923077,-9.8986764742,-8.24
2018-03-18 00:00:00+00:00,-5.69230769231,-8.40812885346,-8.1
2018-03-19 00:00:00+00:00,-7.92307692308,-10.6865668884,-10.0666666667
2018-03-20 00:00:00+00:00,-10.3846153846,-13.1954862761,-13.2714285714
2018-03-21 00:00:00+00:00,-6.76923076923,-9.62715155118,-9.85714285714
2018-03-22 00:00:00+00:00,-11.6153846154,-14.5199807637,-13.8285714286
2018-03-23 00:00:00+00:00,-15.0,-17.9508532361,-18.0714285714
2018-03-27 00:00:00+00:00,-10.2307692308,-13.3615873837,-17.05
2018-03-28 00:00:00+00:00,-5.0,-8.17432293606,-5.51428571429
2018-03-29 00:00:00+00:00,-7.76923076923,-10.9863759006,-9.72857142857
2018-04-03 00:00:00+00:00,-14.0,-17.4195000669,-17.4333333333
2018-04-04 00:00:00+00:00,-7.0,-10.457322208,-11.6428571429
2018-04-10 00:00:00+00:00,-13.6153846154,-17.2776955868,-18.125
2018-04-11 00:00:00+00:00,-12.0,-15.6924653855,-19.76
2018-04-12 00:00:00+00:00,-8.53846153846,-12.2598407714,-11.3875
2018-04-13 00:00:00+00:00,-10.2307692308,-13.9797888132,-16.9333333333
2018-04-16 00:00:00+00:00,-0.538461538462,-4.36245146579,-5.4
2018-04-17 00:00:00+00:00,1.38461538462,-2.46161812834,-5.37777777778
2018-04-18 00:00:00+00:00,-2.84615384615,-6.71321319924,-5.56
2018-04-19 00:00:00+00:00,-4.07692307692,-7.96336614568,-9.67
2018-04-20 00:00:00+00:00,-4.23076923077,-8.13513111933,-7.26
2018-04-21 00:00:00+00:00,-3.84615384615,-7.76694853938,-6.73
2018-04-22 00:00:00+00:00,0.230769230769,-3.70495282632,-2.26666666667
2018-04-23 00:00:00+00:00,-5.84615384615,-9.79528013252,-10.4
2018-04-24 00:00:00+00:00,-7.61538461538,-11.5763760695,-11.55
2018-04-25 00:00:00+00:00,-6.38461538462,-10.3559188162,-9.62
2018-04-26 00:00:00+00:00,-3.53846153846,-7.51851145523,-5.91
2018-04-27 00:00:00+00:00,-10.6153846154,-14.6026050736,-13.51
2018-04-28 00:00:00+00:00,-9.46153846154,-13.4543449377,-13.5
2018-04-29 00:00:00+00:00,-10.3076923077,-14.3044935874,-11.52
2018-04-30 00:00:00+00:00,-0.307692307692,-4.30689238769,-5.04
2018-05-01 00:00:00+00:00,-8.84615384615,-12.8461538462,-11.29
2018-05-02 00:00:00+00:00,-5.07692307692,-9.07612315692,-8.91111111111
2018-05-03 00:00:00+00:00,-8.61538461538,-12.612185895,-10.2333333333
2018-05-04 00:00:00+00:00,0.230769230769,-3.76203724534,-3.9
2018-05-06 00:00:00+00:00,-5.69230769231,-9.67235760908,-9.67777777778
2018-05-07 00:00:00+00:00,-6.92307692308,-10.8943803547,-10.49
2018-05-08 00:00:00+00:00,-1.61538461538,-5.57637606946,-4.93
2018-05-09 00:00:00+00:00,-3.69230769231,-7.64143397867,-7.53
2018-05-10 00:00:00+00:00,-3.30769230769,-7.24341436478,-5.99
2018-05-11 00:00:00+00:00,-2.76923076923,-6.69002546246,-6.25
2018-05-12 00:00:00+00:00,-5.23076923077,-9.13513111933,-7.69
2018-05-13 00:00:00+00:00,-5.15384615385,-9.0402892226,-9.34
2018-05-14 00:00:00+00:00,-3.69230769231,-7.55936704539,-8.38
2018-05-15 00:00:00+00:00,-3.23076923077,-7.07700274372,-7.72
2018-05-16 00:00:00+00:00,-1.76923076923,-5.59322069656,-5.5875
2018-05-17 00:00:00+00:00,-1.0,-4.80035453521,-3.98
2018-05-18 00:00:00+00:00,-2.76923076923,-6.54458555443,-5.31
2018-05-19 00:00:00+00:00,-0.538461538462,-4.28748112091,-6.4
2018-05-20 00:00:00+00:00,2.92307692308,-0.798302309889,-5.7
2018-05-21 00:00:00+00:00,0.769230769231,-2.92323461632,-4.32
2018-05-22 00:00:00+00:00,-0.846153846154,-4.5084648176,-4.2
2018-05-23 00:00:00+00:00,0.307692307692,-3.32325783426,-3.34
2018-05-24 00:00:00+00:00,5.38461538462,1.78619718063,-4.19
2018-05-25 00:00:00+00:00,2.53846153846,-1.02629001556,-3.37
2018-05-26 00:00:00+00:00,0.0769230769231,-3.45306453342,-3.35
2018-05-27 00:00:00+00:00,-1.07692307692,-4.57108782084,-2.97
2018-05-28 00:00:00+00:00,4.0,0.542677791962,1.1
2018-05-29 00:00:00+00:00,1.76923076923,-1.65026929767,-1.41111111111
2018-05-30 00:00:00+00:00,4.07692307692,0.696183953628,1.57777777778
2018-05-31 00:00:00+00:00,5.38461538462,2.04353453897,0.6
2018-06-01 00:00:00+00:00,4.15384615385,0.853278859354,-0.2125
2018-06-02 00:00:00+00:00,0.923076923077,-2.3361641256,-2.68888888889
2018-06-04 00:00:00+00:00,0.307692307692,-2.86663062837,-2.16
2018-06-05 00:00:00+00:00,1.30769230769,-1.82312584528,-1.5
2018-06-06 00:00:00+00:00,2.69230769231,-0.39436700319,-1.41
2018-06-07 00:00:00+00:00,5.76923076923,2.7272941417,1.12
2018-06-08 00:00:00+00:00,6.0,3.0033519087,-0.02
2018-06-09 00:00:00+00:00,3.07692307692,0.126069840789,0.26
2018-06-10 00:00:00+00:00,9.15384615385,6.24925000555,0.54
2018-06-11 00:00:00+00:00,2.46153846154,-0.396382320407,0.1
2018-06-12 00:00:00+00:00,7.30769230769,4.49682141622,0.8625
2018-06-13 00:00:00+00:00,3.92307692308,1.1595869578,1.13
2018-06-14 00:00:00+00:00,2.53846153846,-0.177359622693,0.675
2018-06-15 00:00:00+00:00,4.53846153846,1.87055429503,0.61
2018-06-16 00:00:00+00:00,5.38461538462,2.76482486267,3.39
2018-06-18 00:00:00+00:00,9.30769230769,6.7845770255,4.5
2018-06-19 00:00:00+00:00,3.38461538462,0.909976794605,1.22
2018-06-20 00:00:00+00:00,3.61538461538,1.18926197653,1.21
2018-06-21 00:00:00+00:00,4.69230769231,2.31470106931,4.06
2018-06-22 00:00:00+00:00,8.61538461538,6.28625565458,4.47
2018-06-23 00:00:00+00:00,3.30769230769,1.02696505834,1.28
2018-06-24 00:00:00+00:00,4.84615384615,2.61371562449,2.24
2018-06-25 00:00:00+00:00,7.15384615385,4.96954844729,6.27
2018-06-26 00:00:00+00:00,3.61538461538,1.47904402435,2.27777777778
2018-06-27 00:00:00+00:00,5.38461538462,3.29601459918,3.70909090909
2018-06-28 00:00:00+00:00,8.38461538462,6.34350419343,3.63
2018-06-30 00:00:00+00:00,3.92307692308,1.97606789924,2.11
2018-07-02 00:00:00+00:00,11.6923076923,9.83803162232,8.82
2018-07-03 00:00:00+00:00,2.84615384615,1.03766001546,2.79
2018-07-04 00:00:00+00:00,6.46153846154,4.69840189832,4.42
2018-07-05 00:00:00+00:00,12.4615384615,10.7433090287,10.12
2018-07-06 00:00:00+00:00,4.61538461538,2.94158817973,2.79
2018-07-07 00:00:00+00:00,8.15384615385,6.5239857634,4.22
2018-07-08 00:00:00+00:00,5.61538461538,4.02894168222,5.62
2018-07-09 00:00:00+00:00,3.61538461538,2.07182010166,2.26
2018-07-10 00:00:00+00:00,1.92307692308,0.421832527671,1.14
2018-07-11 00:00:00+00:00,9.38461538462,7.92511472812,6.05
2018-07-16 00:00:00+00:00,3.76923076923,2.50925264244,3.3
2018-07-17 00:00:00+00:00,8.15384615385,6.93183943237,7.07
2018-07-18 00:00:00+00:00,3.0,1.8152943334,2.29
2018-07-19 00:00:00+00:00,2.61538461538,1.46730073574,1.8
2018-07-20 00:00:00+00:00,10.2307692308,9.11862002896,8.65
2018-07-21 00:00:00+00:00,11.1538461538,10.0769377349,8.63
2018-07-23 00:00:00+00:00,13.6153846154,12.6068540748,11.2444444444
2018-07-24 00:00:00+00:00,7.07692307692,6.10152112922,4.4375
2018-07-26 00:00:00+00:00,6.23076923077,5.31948974518,5.13
2018-07-27 00:00:00+00:00,8.15384615385,7.27355770187,5.35
2018-07-30 00:00:00+00:00,4.69230769231,3.90071289597,3.8875
2018-07-31 00:00:00+00:00,5.84615384615,5.08270231507,4.4125
2018-08-01 00:00:00+00:00,9.30769230769,8.57167793982,9.975
2018-08-02 00:00:00+00:00,11.5384615385,10.8291820569,13.4
2018-08-03 00:00:00+00:00,8.0,7.31675764191,8.3375
2018-08-06 00:00:00+00:00,3.07692307692,2.46766031447,2.98
2018-08-07 00:00:00+00:00,11.3846153846,10.7986564908,9.3
2018-08-08 00:00:00+00:00,16.0769230769,15.5136020687,16.27
2018-08-10 00:00:00+00:00,10.2307692308,9.71075839982,8.34444444444
2018-08-11 00:00:00+00:00,12.4615384615,11.9622172296,8.26666666667
2018-08-12 00:00:00+00:00,9.15384615385,8.67458309019,9.59
2018-08-13 00:00:00+00:00,6.23076923077,5.77094254883,6.38
2018-08-14 00:00:00+00:00,5.61538461538,5.17438251417,5.17
2018-08-15 00:00:00+00:00,9.07692307692,8.65414405316,8.19
2018-08-16 00:00:00+00:00,11.1538461538,10.7486992852,11.83
2018-08-17 00:00:00+00:00,3.38461538462,2.99652058445,3.97
2018-08-18 00:00:00+00:00,6.0,5.62838824493,5.81
2018-08-19 00:00:00+00:00,10.8461538462,10.4904673763,11.55
2018-08-20 00:00:00+00:00,8.0,7.65969249338,6.73
2018-08-21 00:00:00+00:00,8.53846153846,8.2129982598,6.31
2018-08-22 00:00:00+00:00,11.9230769231,11.6119348483,13.0333333333
2018-08-23 00:00:00+00:00,7.0,6.7026679166,7.44
2018-08-24 00:00:00+00:00,5.53846153846,5.2544401235,6.24
2018-08-25 00:00:00+00:00,4.69230769231,4.42110956791,2.8
2018-08-27 00:00:00+00:00,4.61538461538,4.36841887105,3.2
2018-08-28 00:00:00+00:00,2.46153846154,2.22600578915,2.1
2018-08-29 00:00:00+00:00,2.25,2.02546094866,2.27
